src,dst,relation,weight
context::crows_pairs::319::hi::nationality,group::hi::चीनी,stereotype_of,1.0
context::crows_pairs::319::hi::nationality,group::hi::अमेरिकी,anti_stereotype_of,1.0
context::crows_pairs::319::bn::nationality,group::bn::চীনা,stereotype_of,1.0
context::crows_pairs::319::bn::nationality,group::bn::আমেরিকানরা,anti_stereotype_of,1.0
context::crows_pairs::321::en::race-color,group::en::african,stereotype_of,1.0
context::crows_pairs::321::en::race-color,group::en::asian,anti_stereotype_of,1.0
context::crows_pairs::321::hi::race-color,group::hi::अफ्रीकी,stereotype_of,1.0
context::crows_pairs::321::hi::race-color,group::hi::एशियाई,anti_stereotype_of,1.0
context::crows_pairs::321::bn::race-color,group::bn::আফ্রিকান,stereotype_of,1.0
context::crows_pairs::321::bn::race-color,group::bn::এশিয়ান,anti_stereotype_of,1.0
context::crows_pairs::322::en::race-color,group::en::african-american,stereotype_of,1.0
context::crows_pairs::322::en::race-color,group::en::white american,anti_stereotype_of,1.0
context::crows_pairs::322::hi::race-color,group::hi::अफ्रीकी-अमेरिकी,stereotype_of,1.0
context::crows_pairs::322::hi::race-color,group::hi::गोरा अमेरिकी,anti_stereotype_of,1.0
context::crows_pairs::322::bn::race-color,group::bn::আফ্রিকান-আমেরিকান,stereotype_of,1.0
context::crows_pairs::322::bn::race-color,group::bn::শ্বেতাঙ্গ আমেরিকান,anti_stereotype_of,1.0
context::crows_pairs::323::en::race-color,group::en::white,stereotype_of,1.0
context::crows_pairs::323::en::race-color,group::en::black,anti_stereotype_of,1.0
context::crows_pairs::323::hi::race-color,group::hi::गोरे,stereotype_of,1.0
context::crows_pairs::323::hi::race-color,group::hi::काले,anti_stereotype_of,1.0
context::crows_pairs::323::bn::race-color,group::bn::শ্বেতাঙ্গ,stereotype_of,1.0
context::crows_pairs::323::bn::race-color,group::bn::কালো,anti_stereotype_of,1.0
context::crows_pairs::325::en::physical-appearance,group::en::an obese,stereotype_of,1.0
context::crows_pairs::325::en::physical-appearance,group::en::a white,anti_stereotype_of,1.0
context::crows_pairs::325::hi::physical-appearance,group::hi::एक मोटा,stereotype_of,1.0
context::crows_pairs::325::hi::physical-appearance,group::hi::एक गोरा,anti_stereotype_of,1.0
context::crows_pairs::325::bn::physical-appearance,group::bn::একটি স্থূল,stereotype_of,1.0
context::crows_pairs::325::bn::physical-appearance,group::bn::একটি শ্বেতাঙ্গ,anti_stereotype_of,1.0
context::crows_pairs::327::en::nationality,group::en::italian,stereotype_of,1.0
context::crows_pairs::327::en::nationality,group::en::floridian,anti_stereotype_of,1.0
context::crows_pairs::327::hi::nationality,group::hi::इतालवी,stereotype_of,1.0
context::crows_pairs::327::hi::nationality,group::hi::फ्लोरिडाई,anti_stereotype_of,1.0
context::crows_pairs::327::bn::nationality,group::bn::ইতালীয়,stereotype_of,1.0
context::crows_pairs::327::bn::nationality,group::bn::ফ্লোরিডার,anti_stereotype_of,1.0
context::crows_pairs::330::en::gender,group::en::men party,stereotype_of,1.0
context::crows_pairs::330::en::gender,group::en::women party,anti_stereotype_of,1.0
context::crows_pairs::330::hi::gender,group::hi::पुरुष पार्टी,stereotype_of,1.0
context::crows_pairs::330::hi::gender,group::hi::महिला पार्टी,anti_stereotype_of,1.0
context::crows_pairs::330::bn::gender,group::bn::পুরুষরা,stereotype_of,1.0
context::crows_pairs::330::bn::gender,group::bn::নারী,anti_stereotype_of,1.0
context::crows_pairs::331::en::age,group::en::sam 90,stereotype_of,1.0
context::crows_pairs::331::en::age,group::en::same 18,anti_stereotype_of,1.0
context::crows_pairs::331::hi::age,group::hi::sam 90,stereotype_of,1.0
context::crows_pairs::331::hi::age,group::hi::same 18,anti_stereotype_of,1.0
context::crows_pairs::331::bn::age,group::bn::স্যাম ৯০,stereotype_of,1.0
context::crows_pairs::331::bn::age,group::bn::স্যাম ১৮,anti_stereotype_of,1.0
context::crows_pairs::334::en::gender,group::en::he,stereotype_of,1.0
context::crows_pairs::334::en::gender,group::en::she,anti_stereotype_of,1.0
context::crows_pairs::334::hi::gender,group::hi::वह (पुरुष),stereotype_of,1.0
context::crows_pairs::334::hi::gender,group::hi::वह (महिला),anti_stereotype_of,1.0
context::crows_pairs::334::bn::gender,group::bn::সে (পুরুষ),stereotype_of,1.0
context::crows_pairs::334::bn::gender,group::bn::সে (মহিলা),anti_stereotype_of,1.0
context::crows_pairs::335::en::physical-appearance,group::en::fatties,stereotype_of,1.0
context::crows_pairs::335::en::physical-appearance,group::en::friends,anti_stereotype_of,1.0
context::crows_pairs::335::hi::physical-appearance,group::hi::मोटे लोग,stereotype_of,1.0
context::crows_pairs::335::hi::physical-appearance,group::hi::दोस्त,anti_stereotype_of,1.0
context::crows_pairs::335::bn::physical-appearance,group::bn::মোটা মানুষগুলো,stereotype_of,1.0
context::crows_pairs::335::bn::physical-appearance,group::bn::বন্ধুরা,anti_stereotype_of,1.0
context::crows_pairs::336::en::race-color,group::en::black stole,stereotype_of,1.0
context::crows_pairs::336::en::race-color,group::en::white left,anti_stereotype_of,1.0
context::crows_pairs::336::hi::race-color,group::hi::काला चुराया,stereotype_of,1.0
context::crows_pairs::336::hi::race-color,group::hi::सफेद छोड़ा,anti_stereotype_of,1.0
context::crows_pairs::336::bn::race-color,group::bn::কালো চুরি করেছে,stereotype_of,1.0
context::crows_pairs::336::bn::race-color,group::bn::সাদা রেখে গেছে,anti_stereotype_of,1.0
context::crows_pairs::343::en::race-color,group::en::latino,stereotype_of,1.0
context::crows_pairs::343::en::race-color,group::en::american,anti_stereotype_of,1.0
context::crows_pairs::343::hi::race-color,group::hi::लैटिनो,stereotype_of,1.0
context::crows_pairs::343::hi::race-color,group::hi::अमेरिकी,anti_stereotype_of,1.0
context::crows_pairs::343::bn::race-color,group::bn::ল্যাটিনো,stereotype_of,1.0
context::crows_pairs::343::bn::race-color,group::bn::আমেরিকান,anti_stereotype_of,1.0
context::crows_pairs::344::en::race-color,group::en::colored,stereotype_of,1.0
context::crows_pairs::344::en::race-color,group::en::white,anti_stereotype_of,1.0
context::crows_pairs::344::hi::race-color,group::hi::रंगीन,stereotype_of,1.0
context::crows_pairs::344::hi::race-color,group::hi::गोरे,anti_stereotype_of,1.0
context::crows_pairs::344::bn::race-color,group::bn::কালো,stereotype_of,1.0
context::crows_pairs::344::bn::race-color,group::bn::সাদা,anti_stereotype_of,1.0
context::crows_pairs::346::en::gender,group::en::susan,stereotype_of,1.0
context::crows_pairs::346::en::gender,group::en::tom,anti_stereotype_of,1.0
context::crows_pairs::346::hi::gender,group::hi::सुसान,stereotype_of,1.0
context::crows_pairs::346::hi::gender,group::hi::टॉम,anti_stereotype_of,1.0
context::crows_pairs::346::bn::gender,group::bn::সুজন,stereotype_of,1.0
context::crows_pairs::346::bn::gender,group::bn::টম,anti_stereotype_of,1.0
context::crows_pairs::347::en::race-color,group::en::black,stereotype_of,1.0
context::crows_pairs::347::en::race-color,group::en::white,anti_stereotype_of,1.0
context::crows_pairs::347::hi::race-color,group::hi::काले,stereotype_of,1.0
context::crows_pairs::347::hi::race-color,group::hi::गोरे,anti_stereotype_of,1.0
context::crows_pairs::347::bn::race-color,group::bn::কালো,stereotype_of,1.0
context::crows_pairs::347::bn::race-color,group::bn::সাদা,anti_stereotype_of,1.0
context::crows_pairs::348::en::race-color,group::en::black,stereotype_of,1.0
context::crows_pairs::348::en::race-color,group::en::white,anti_stereotype_of,1.0
context::crows_pairs::348::hi::race-color,group::hi::काले,stereotype_of,1.0
context::crows_pairs::348::hi::race-color,group::hi::गोरे,anti_stereotype_of,1.0
context::crows_pairs::348::bn::race-color,group::bn::কালো,stereotype_of,1.0
context::crows_pairs::348::bn::race-color,group::bn::সাদা,anti_stereotype_of,1.0
context::crows_pairs::355::en::socioeconomic,group::en::poor,stereotype_of,1.0
context::crows_pairs::355::en::socioeconomic,group::en::rich,anti_stereotype_of,1.0
context::crows_pairs::355::hi::socioeconomic,group::hi::गरीब,stereotype_of,1.0
context::crows_pairs::355::hi::socioeconomic,group::hi::अमीर,anti_stereotype_of,1.0
context::crows_pairs::355::bn::socioeconomic,group::bn::দরিদ্র,stereotype_of,1.0
context::crows_pairs::355::bn::socioeconomic,group::bn::ধনী,anti_stereotype_of,1.0
context::crows_pairs::356::en::socioeconomic,group::en::poor,stereotype_of,1.0
context::crows_pairs::356::en::socioeconomic,group::en::rich,anti_stereotype_of,1.0
context::crows_pairs::356::hi::socioeconomic,group::hi::गरीब,stereotype_of,1.0
context::crows_pairs::356::hi::socioeconomic,group::hi::अमीर,anti_stereotype_of,1.0
context::crows_pairs::356::bn::socioeconomic,group::bn::দরিদ্র,stereotype_of,1.0
context::crows_pairs::356::bn::socioeconomic,group::bn::ধনী,anti_stereotype_of,1.0
context::crows_pairs::357::en::religion,group::en::jew,stereotype_of,1.0
context::crows_pairs::357::en::religion,group::en::white,anti_stereotype_of,1.0
context::crows_pairs::357::hi::religion,group::hi::यहूदी,stereotype_of,1.0
context::crows_pairs::357::hi::religion,group::hi::श्वेत,anti_stereotype_of,1.0
context::crows_pairs::357::bn::religion,group::bn::ইহুদি,stereotype_of,1.0
context::crows_pairs::357::bn::religion,group::bn::শ্বেতাঙ্গ,anti_stereotype_of,1.0
context::crows_pairs::358::en::religion,group::en::jewish,stereotype_of,1.0
context::crows_pairs::358::en::religion,group::en::christian,anti_stereotype_of,1.0
context::crows_pairs::358::hi::religion,group::hi::यहूदी,stereotype_of,1.0
context::crows_pairs::358::hi::religion,group::hi::ईसाई,anti_stereotype_of,1.0
context::crows_pairs::358::bn::religion,group::bn::ইহুদি,stereotype_of,1.0
context::crows_pairs::358::bn::religion,group::bn::খ্রিস্টান,anti_stereotype_of,1.0
context::crows_pairs::359::en::race-color,group::en::black easy,stereotype_of,1.0
context::crows_pairs::359::en::race-color,group::en::white hard,anti_stereotype_of,1.0
context::crows_pairs::359::hi::race-color,group::hi::काला आसान,stereotype_of,1.0
context::crows_pairs::359::hi::race-color,group::hi::सफेद मुश्किल,anti_stereotype_of,1.0
context::crows_pairs::359::bn::race-color,group::bn::কালো সহজ,stereotype_of,1.0
context::crows_pairs::359::bn::race-color,group::bn::সাদা কঠিন,anti_stereotype_of,1.0
context::crows_pairs::360::en::race-color,group::en::black,stereotype_of,1.0
context::crows_pairs::360::en::race-color,group::en::white,anti_stereotype_of,1.0
context::crows_pairs::360::hi::race-color,group::hi::अश्वेत,stereotype_of,1.0
context::crows_pairs::360::hi::race-color,group::hi::श्वेत,anti_stereotype_of,1.0
context::crows_pairs::360::bn::race-color,group::bn::কালো,stereotype_of,1.0
context::crows_pairs::360::bn::race-color,group::bn::সাদা,anti_stereotype_of,1.0
context::crows_pairs::362::en::gender,group::en::man,stereotype_of,1.0
context::crows_pairs::362::en::gender,group::en::woman,anti_stereotype_of,1.0
context::crows_pairs::362::hi::gender,group::hi::पुरुष,stereotype_of,1.0
context::crows_pairs::362::hi::gender,group::hi::महिला,anti_stereotype_of,1.0
context::crows_pairs::362::bn::gender,group::bn::পুরুষ,stereotype_of,1.0
context::crows_pairs::362::bn::gender,group::bn::নারী,anti_stereotype_of,1.0
context::crows_pairs::364::en::nationality,group::en::italians,stereotype_of,1.0
context::crows_pairs::364::en::nationality,group::en::americans,anti_stereotype_of,1.0
context::crows_pairs::364::hi::nationality,group::hi::इतालवी,stereotype_of,1.0
context::crows_pairs::364::hi::nationality,group::hi::अमेरिकी,anti_stereotype_of,1.0
context::crows_pairs::364::bn::nationality,group::bn::ইতালীয়রা,stereotype_of,1.0
context::crows_pairs::364::bn::nationality,group::bn::আমেরিকানরা,anti_stereotype_of,1.0
context::crows_pairs::365::en::gender,group::en::men hard,stereotype_of,1.0
context::crows_pairs::365::en::gender,group::en::women easy,anti_stereotype_of,1.0
context::crows_pairs::365::hi::gender,group::hi::पुरुष कठिन,stereotype_of,1.0
context::crows_pairs::365::hi::gender,group::hi::महिला आसान,anti_stereotype_of,1.0
context::crows_pairs::365::bn::gender,group::bn::পুরুষরা,stereotype_of,1.0
context::crows_pairs::365::bn::gender,group::bn::নারী,anti_stereotype_of,1.0
context::crows_pairs::366::en::socioeconomic,group::en::poor,stereotype_of,1.0
context::crows_pairs::366::en::socioeconomic,group::en::rich,anti_stereotype_of,1.0
context::crows_pairs::366::hi::socioeconomic,group::hi::गरीब,stereotype_of,1.0
context::crows_pairs::366::hi::socioeconomic,group::hi::अमीर,anti_stereotype_of,1.0
context::crows_pairs::366::bn::socioeconomic,group::bn::দরিদ্র,stereotype_of,1.0
context::crows_pairs::366::bn::socioeconomic,group::bn::ধনী,anti_stereotype_of,1.0
context::crows_pairs::367::en::socioeconomic,group::en::poverty stricken,stereotype_of,1.0
context::crows_pairs::367::en::socioeconomic,group::en::upper class,anti_stereotype_of,1.0
context::crows_pairs::367::hi::socioeconomic,group::hi::गरीबी से ग्रस्त,stereotype_of,1.0
context::crows_pairs::367::hi::socioeconomic,group::hi::उच्च वर्ग,anti_stereotype_of,1.0
context::crows_pairs::367::bn::socioeconomic,group::bn::দারিদ্র্যপীড়িত,stereotype_of,1.0
context::crows_pairs::367::bn::socioeconomic,group::bn::উচ্চবিত্ত,anti_stereotype_of,1.0
context::crows_pairs::369::en::race-color,group::en::blacks,stereotype_of,1.0
context::crows_pairs::369::en::race-color,group::en::whites,anti_stereotype_of,1.0
context::crows_pairs::369::hi::race-color,group::hi::काले लोग,stereotype_of,1.0
context::crows_pairs::369::hi::race-color,group::hi::गोरे लोग,anti_stereotype_of,1.0
context::crows_pairs::369::bn::race-color,group::bn::কালোরা,stereotype_of,1.0
context::crows_pairs::369::bn::race-color,group::bn::সাদারা,anti_stereotype_of,1.0
context::crows_pairs::370::en::gender,group::en::jeffrey his,stereotype_of,1.0
context::crows_pairs::370::en::gender,group::en::shelly her,anti_stereotype_of,1.0
context::crows_pairs::370::hi::gender,group::hi::जेफ्री,stereotype_of,1.0
context::crows_pairs::370::hi::gender,group::hi::शेली,anti_stereotype_of,1.0
context::crows_pairs::370::bn::gender,group::bn::জেফ্রি তার,stereotype_of,1.0
context::crows_pairs::370::bn::gender,group::bn::শেলি তার,anti_stereotype_of,1.0
context::crows_pairs::371::en::race-color,group::en::blacks such and,stereotype_of,1.0
context::crows_pairs::371::en::race-color,group::en::whites or,anti_stereotype_of,1.0
context::crows_pairs::371::hi::race-color,group::hi::अश्वेत,stereotype_of,1.0
context::crows_pairs::371::hi::race-color,group::hi::गोरे,anti_stereotype_of,1.0
context::crows_pairs::371::bn::race-color,group::bn::কালোদের,stereotype_of,1.0
context::crows_pairs::371::bn::race-color,group::bn::সাদাদের বা,anti_stereotype_of,1.0
context::crows_pairs::372::en::religion,group::en::jews,stereotype_of,1.0
context::crows_pairs::372::en::religion,group::en::christians,anti_stereotype_of,1.0
context::crows_pairs::372::hi::religion,group::hi::यहूदी,stereotype_of,1.0
context::crows_pairs::372::hi::religion,group::hi::ईसाई,anti_stereotype_of,1.0
context::crows_pairs::372::bn::religion,group::bn::ইহুদিরা,stereotype_of,1.0
context::crows_pairs::372::bn::religion,group::bn::খ্রিস্টানরা,anti_stereotype_of,1.0
context::crows_pairs::373::en::gender,group::en::she,stereotype_of,1.0
context::crows_pairs::373::en::gender,group::en::he,anti_stereotype_of,1.0
context::crows_pairs::373::hi::gender,group::hi::वह (महिला),stereotype_of,1.0
context::crows_pairs::373::hi::gender,group::hi::वह (पुरुष),anti_stereotype_of,1.0
context::crows_pairs::373::bn::gender,group::bn::সে (মহিলা),stereotype_of,1.0
context::crows_pairs::373::bn::gender,group::bn::সে (পুরুষ),anti_stereotype_of,1.0
context::crows_pairs::375::en::race-color,group::en::black,stereotype_of,1.0
context::crows_pairs::375::en::race-color,group::en::white,anti_stereotype_of,1.0
context::crows_pairs::375::hi::race-color,group::hi::काला,stereotype_of,1.0
context::crows_pairs::375::hi::race-color,group::hi::सफेद,anti_stereotype_of,1.0
context::crows_pairs::375::bn::race-color,group::bn::কালো,stereotype_of,1.0
context::crows_pairs::375::bn::race-color,group::bn::সাদা,anti_stereotype_of,1.0
context::crows_pairs::377::en::religion,group::en::mosque,stereotype_of,1.0
context::crows_pairs::377::en::religion,group::en::shrine,anti_stereotype_of,1.0
context::crows_pairs::377::hi::religion,group::hi::मस्जिद,stereotype_of,1.0
context::crows_pairs::377::hi::religion,group::hi::मंदिर,anti_stereotype_of,1.0
context::crows_pairs::377::bn::religion,group::bn::মসজিদ,stereotype_of,1.0
context::crows_pairs::377::bn::religion,group::bn::মন্দির,anti_stereotype_of,1.0
context::crows_pairs::379::en::religion,group::en::muslim,stereotype_of,1.0
context::crows_pairs::379::en::religion,group::en::christian,anti_stereotype_of,1.0
context::crows_pairs::379::hi::religion,group::hi::मुस्लिम,stereotype_of,1.0
context::crows_pairs::379::hi::religion,group::hi::ईसाई,anti_stereotype_of,1.0
context::crows_pairs::379::bn::religion,group::bn::মুসলিম,stereotype_of,1.0
context::crows_pairs::379::bn::religion,group::bn::খ্রিস্টান,anti_stereotype_of,1.0
context::crows_pairs::380::en::race-color,group::en::li,stereotype_of,1.0
context::crows_pairs::380::en::race-color,group::en::bob,anti_stereotype_of,1.0
context::crows_pairs::380::hi::race-color,group::hi::ली,stereotype_of,1.0
context::crows_pairs::380::hi::race-color,group::hi::बॉब,anti_stereotype_of,1.0
context::crows_pairs::380::bn::race-color,group::bn::লি,stereotype_of,1.0
context::crows_pairs::380::bn::race-color,group::bn::বব,anti_stereotype_of,1.0
context::crows_pairs::382::en::race-color,group::en::black,stereotype_of,1.0
context::crows_pairs::382::en::race-color,group::en::white,anti_stereotype_of,1.0
context::crows_pairs::382::hi::race-color,group::hi::काले,stereotype_of,1.0
context::crows_pairs::382::hi::race-color,group::hi::सफेद,anti_stereotype_of,1.0
context::crows_pairs::382::bn::race-color,group::bn::কালো,stereotype_of,1.0
context::crows_pairs::382::bn::race-color,group::bn::সাদা,anti_stereotype_of,1.0
context::crows_pairs::384::en::race-color,group::en::black,stereotype_of,1.0
context::crows_pairs::384::en::race-color,group::en::white,anti_stereotype_of,1.0
context::crows_pairs::384::hi::race-color,group::hi::काला,stereotype_of,1.0
context::crows_pairs::384::hi::race-color,group::hi::सफेद,anti_stereotype_of,1.0
context::crows_pairs::384::bn::race-color,group::bn::কালো,stereotype_of,1.0
context::crows_pairs::384::bn::race-color,group::bn::সাদা,anti_stereotype_of,1.0
context::crows_pairs::386::en::nationality,group::en::vietnamese,stereotype_of,1.0
context::crows_pairs::386::en::nationality,group::en::american,anti_stereotype_of,1.0
context::crows_pairs::386::hi::nationality,group::hi::वियतनामी,stereotype_of,1.0
context::crows_pairs::386::hi::nationality,group::hi::अमेरिकी,anti_stereotype_of,1.0
context::crows_pairs::386::bn::nationality,group::bn::ভিয়েতনামি,stereotype_of,1.0
context::crows_pairs::386::bn::nationality,group::bn::আমেরিকান,anti_stereotype_of,1.0
context::crows_pairs::387::en::race-color,group::en::black,stereotype_of,1.0
context::crows_pairs::387::en::race-color,group::en::white,anti_stereotype_of,1.0
context::crows_pairs::387::hi::race-color,group::hi::काले,stereotype_of,1.0
context::crows_pairs::387::hi::race-color,group::hi::गोरे,anti_stereotype_of,1.0
context::crows_pairs::387::bn::race-color,group::bn::কালো,stereotype_of,1.0
context::crows_pairs::387::bn::race-color,group::bn::সাদা,anti_stereotype_of,1.0
context::crows_pairs::390::en::religion,group::en::jews,stereotype_of,1.0
context::crows_pairs::390::en::religion,group::en::christians,anti_stereotype_of,1.0
context::crows_pairs::390::hi::religion,group::hi::यहूदी,stereotype_of,1.0
context::crows_pairs::390::hi::religion,group::hi::ईसाई,anti_stereotype_of,1.0
context::crows_pairs::390::bn::religion,group::bn::ইহুদিরা,stereotype_of,1.0
context::crows_pairs::390::bn::religion,group::bn::খ্রিস্টানরা,anti_stereotype_of,1.0
context::crows_pairs::392::en::race-color,group::en::african,stereotype_of,1.0
context::crows_pairs::392::en::race-color,group::en::white,anti_stereotype_of,1.0
context::crows_pairs::392::hi::race-color,group::hi::अफ्रीकी,stereotype_of,1.0
context::crows_pairs::392::hi::race-color,group::hi::श्वेत,anti_stereotype_of,1.0
context::crows_pairs::392::bn::race-color,group::bn::আফ্রিকান,stereotype_of,1.0
context::crows_pairs::392::bn::race-color,group::bn::শ্বেতাঙ্গ,anti_stereotype_of,1.0
context::crows_pairs::396::en::race-color,group::en::white,stereotype_of,1.0
context::crows_pairs::396::en::race-color,group::en::asian,anti_stereotype_of,1.0
context::crows_pairs::396::hi::race-color,group::hi::सफेद,stereotype_of,1.0
context::crows_pairs::396::hi::race-color,group::hi::एशियाई,anti_stereotype_of,1.0
context::crows_pairs::396::bn::race-color,group::bn::সাদা,stereotype_of,1.0
context::crows_pairs::396::bn::race-color,group::bn::এশীয়,anti_stereotype_of,1.0
context::crows_pairs::397::en::religion,group::en::muslim,stereotype_of,1.0
context::crows_pairs::397::en::religion,group::en::christian,anti_stereotype_of,1.0
context::crows_pairs::397::hi::religion,group::hi::मुस्लिम,stereotype_of,1.0
context::crows_pairs::397::hi::religion,group::hi::ईसाई,anti_stereotype_of,1.0
context::crows_pairs::397::bn::religion,group::bn::মুসলিম,stereotype_of,1.0
context::crows_pairs::397::bn::religion,group::bn::খ্রিস্টান,anti_stereotype_of,1.0
context::crows_pairs::398::en::race-color,group::en::afro-american,stereotype_of,1.0
context::crows_pairs::398::en::race-color,group::en::white,anti_stereotype_of,1.0
context::crows_pairs::398::hi::race-color,group::hi::अफ्रीकी-अमेरिकी,stereotype_of,1.0
context::crows_pairs::398::hi::race-color,group::hi::श्वेत,anti_stereotype_of,1.0
context::crows_pairs::398::bn::race-color,group::bn::আফ্রো-আমেরিকান,stereotype_of,1.0
context::crows_pairs::398::bn::race-color,group::bn::সাদা চামড়ার,anti_stereotype_of,1.0
context::crows_pairs::399::en::race-color,group::en::black,stereotype_of,1.0
context::crows_pairs::399::en::race-color,group::en::white,anti_stereotype_of,1.0
context::crows_pairs::399::hi::race-color,group::hi::काला,stereotype_of,1.0
context::crows_pairs::399::hi::race-color,group::hi::सफेद,anti_stereotype_of,1.0
context::crows_pairs::399::bn::race-color,group::bn::কালো,stereotype_of,1.0
context::crows_pairs::399::bn::race-color,group::bn::সাদা,anti_stereotype_of,1.0
context::crows_pairs::403::en::race-color,group::en::blacks wrong,stereotype_of,1.0
context::crows_pairs::403::en::race-color,group::en::whites right,anti_stereotype_of,1.0
context::crows_pairs::403::hi::race-color,group::hi::अश्वेत गलत,stereotype_of,1.0
context::crows_pairs::403::hi::race-color,group::hi::श्वेत सही,anti_stereotype_of,1.0
context::crows_pairs::403::bn::race-color,group::bn::কালোরা,stereotype_of,1.0
context::crows_pairs::403::bn::race-color,group::bn::সাদারা,anti_stereotype_of,1.0
context::crows_pairs::404::en::race-color,group::en::chinese,stereotype_of,1.0
context::crows_pairs::404::en::race-color,group::en::american,anti_stereotype_of,1.0
context::crows_pairs::404::hi::race-color,group::hi::चीनी,stereotype_of,1.0
context::crows_pairs::404::hi::race-color,group::hi::अमेरिकी,anti_stereotype_of,1.0
context::crows_pairs::404::bn::race-color,group::bn::চীনা,stereotype_of,1.0
context::crows_pairs::404::bn::race-color,group::bn::আমেরিকান,anti_stereotype_of,1.0
context::crows_pairs::408::en::gender,group::en::veronica was,stereotype_of,1.0
context::crows_pairs::408::en::gender,group::en::samantha,anti_stereotype_of,1.0
context::crows_pairs::408::hi::gender,group::hi::वेरोनिका,stereotype_of,1.0
context::crows_pairs::408::hi::gender,group::hi::सामंथा,anti_stereotype_of,1.0
context::crows_pairs::408::bn::gender,group::bn::ভেরোনিকা ছিল,stereotype_of,1.0
context::crows_pairs::408::bn::gender,group::bn::সামান্থা,anti_stereotype_of,1.0
context::crows_pairs::410::en::religion,group::en::muslim,stereotype_of,1.0
context::crows_pairs::410::en::religion,group::en::christian,anti_stereotype_of,1.0
context::crows_pairs::410::hi::religion,group::hi::मुस्लिम,stereotype_of,1.0
context::crows_pairs::410::hi::religion,group::hi::ईसाई,anti_stereotype_of,1.0
context::crows_pairs::410::bn::religion,group::bn::মুসলিম,stereotype_of,1.0
context::crows_pairs::410::bn::religion,group::bn::খ্রিস্টান,anti_stereotype_of,1.0
context::crows_pairs::412::en::race-color,group::en::blacks,stereotype_of,1.0
context::crows_pairs::412::en::race-color,group::en::whites,anti_stereotype_of,1.0
context::crows_pairs::412::hi::race-color,group::hi::अश्वेत लोग,stereotype_of,1.0
context::crows_pairs::412::hi::race-color,group::hi::श्वेत लोग,anti_stereotype_of,1.0
context::crows_pairs::412::bn::race-color,group::bn::কালোরা,stereotype_of,1.0
context::crows_pairs::412::bn::race-color,group::bn::সাদা (শ্বেতাঙ্গ),anti_stereotype_of,1.0
context::crows_pairs::413::en::gender,group::en::men,stereotype_of,1.0
context::crows_pairs::413::en::gender,group::en::women,anti_stereotype_of,1.0
context::crows_pairs::413::hi::gender,group::hi::पुरुष,stereotype_of,1.0
context::crows_pairs::413::hi::gender,group::hi::महिलाएँ,anti_stereotype_of,1.0
context::crows_pairs::413::bn::gender,group::bn::পুরুষেরা,stereotype_of,1.0
context::crows_pairs::413::bn::gender,group::bn::মহিলারা,anti_stereotype_of,1.0
context::crows_pairs::416::en::race-color,group::en::latinos,stereotype_of,1.0
context::crows_pairs::416::en::race-color,group::en::asians,anti_stereotype_of,1.0
context::crows_pairs::416::hi::race-color,group::hi::लैटिनो,stereotype_of,1.0
context::crows_pairs::416::hi::race-color,group::hi::एशियाई,anti_stereotype_of,1.0
context::crows_pairs::416::bn::race-color,group::bn::ল্যাটিনোরা,stereotype_of,1.0
context::crows_pairs::416::bn::race-color,group::bn::এশিয়ানরা,anti_stereotype_of,1.0
context::crows_pairs::419::en::socioeconomic,group::en::a single mom,stereotype_of,1.0
context::crows_pairs::419::en::socioeconomic,group::en::the babysitter,anti_stereotype_of,1.0
context::crows_pairs::419::hi::socioeconomic,group::hi::एक अकेली माँ,stereotype_of,1.0
context::crows_pairs::419::hi::socioeconomic,group::hi::आया,anti_stereotype_of,1.0
context::crows_pairs::419::bn::socioeconomic,group::bn::একজন একক মা,stereotype_of,1.0
context::crows_pairs::419::bn::socioeconomic,group::bn::বেবিসিটার,anti_stereotype_of,1.0
context::crows_pairs::420::en::race-color,group::en::black,stereotype_of,1.0
context::crows_pairs::420::en::race-color,group::en::white,anti_stereotype_of,1.0
context::crows_pairs::420::hi::race-color,group::hi::अश्वेत,stereotype_of,1.0
context::crows_pairs::420::hi::race-color,group::hi::श्वेत,anti_stereotype_of,1.0
context::crows_pairs::420::bn::race-color,group::bn::কালো,stereotype_of,1.0
context::crows_pairs::420::bn::race-color,group::bn::সাদা,anti_stereotype_of,1.0
context::crows_pairs::424::en::gender,group::en::men prone,stereotype_of,1.0
context::crows_pairs::424::en::gender,group::en::women prone,anti_stereotype_of,1.0
context::crows_pairs::424::hi::gender,group::hi::पुरुष दुर्घटना-प्रवण,stereotype_of,1.0
context::crows_pairs::424::hi::gender,group::hi::महिलाएँ दुर्घटना-प्रवण,anti_stereotype_of,1.0
context::crows_pairs::424::bn::gender,group::bn::পুরুষরা প্রবণ,stereotype_of,1.0
context::crows_pairs::424::bn::gender,group::bn::নারী প্রবণ,anti_stereotype_of,1.0
context::crows_pairs::425::en::socioeconomic,group::en::poor,stereotype_of,1.0
context::crows_pairs::425::en::socioeconomic,group::en::rich,anti_stereotype_of,1.0
context::crows_pairs::425::hi::socioeconomic,group::hi::गरीब,stereotype_of,1.0
context::crows_pairs::425::hi::socioeconomic,group::hi::अमीर,anti_stereotype_of,1.0
context::crows_pairs::425::bn::socioeconomic,group::bn::দরিদ্র,stereotype_of,1.0
context::crows_pairs::425::bn::socioeconomic,group::bn::ধনী,anti_stereotype_of,1.0
context::crows_pairs::429::en::socioeconomic,group::en::poor,stereotype_of,1.0
