src,dst,relation,weight
group::hi::अश्वेत लोग,group::bn::কৃষ্ণাঙ্গরা,same_as,1
context::indian_bias::141::hi::race,context::indian_bias::141::bn::race,same_as,1
context::indian_bias::142::en::race,context::indian_bias::142::hi::race,same_as,1
context::indian_bias::142::en::race,context::indian_bias::142::bn::race,same_as,1
context::indian_bias::142::hi::race,context::indian_bias::142::bn::race,same_as,1
context::indian_bias::143::en::race,context::indian_bias::143::hi::race,same_as,1
context::indian_bias::143::en::race,context::indian_bias::143::bn::race,same_as,1
context::indian_bias::143::hi::race,context::indian_bias::143::bn::race,same_as,1
context::indian_bias::144::en::race,context::indian_bias::144::hi::race,same_as,1
context::indian_bias::144::en::race,context::indian_bias::144::bn::race,same_as,1
context::indian_bias::144::hi::race,context::indian_bias::144::bn::race,same_as,1
context::indian_bias::145::en::race,context::indian_bias::145::hi::race,same_as,1
context::indian_bias::145::en::race,context::indian_bias::145::bn::race,same_as,1
context::indian_bias::145::hi::race,context::indian_bias::145::bn::race,same_as,1
context::indian_bias::147::en::race,context::indian_bias::147::hi::race,same_as,1
context::indian_bias::147::en::race,context::indian_bias::147::bn::race,same_as,1
context::indian_bias::147::hi::race,context::indian_bias::147::bn::race,same_as,1
context::indian_bias::148::en::race,context::indian_bias::148::hi::race,same_as,1
context::indian_bias::148::en::race,context::indian_bias::148::bn::race,same_as,1
context::indian_bias::148::hi::race,context::indian_bias::148::bn::race,same_as,1
context::indian_bias::149::en::race,context::indian_bias::149::hi::race,same_as,1
context::indian_bias::149::en::race,context::indian_bias::149::bn::race,same_as,1
context::indian_bias::149::hi::race,context::indian_bias::149::bn::race,same_as,1
group::en::caucasians,group::hi::कॉकेशियन्स,same_as,1
context::indian_bias::150::en::race,context::indian_bias::150::hi::race,same_as,1
group::en::indians,group::bn::ভারতীয়,same_as,1
group::en::caucasians,group::bn::ককেশীয়,same_as,1
context::indian_bias::150::en::race,context::indian_bias::150::bn::race,same_as,1
group::hi::इंडियन्स,group::bn::ভারতীয়,same_as,1
group::hi::कॉकेशियन्स,group::bn::ককেশীয়,same_as,1
context::indian_bias::150::hi::race,context::indian_bias::150::bn::race,same_as,1
context::indian_bias::151::en::race,context::indian_bias::151::hi::race,same_as,1
context::indian_bias::151::en::race,context::indian_bias::151::bn::race,same_as,1
context::indian_bias::151::hi::race,context::indian_bias::151::bn::race,same_as,1
context::indian_bias::152::en::race,context::indian_bias::152::hi::race,same_as,1
context::indian_bias::152::en::race,context::indian_bias::152::bn::race,same_as,1
context::indian_bias::152::hi::race,context::indian_bias::152::bn::race,same_as,1
context::indian_bias::153::en::race,context::indian_bias::153::hi::race,same_as,1
context::indian_bias::153::en::race,context::indian_bias::153::bn::race,same_as,1
context::indian_bias::153::hi::race,context::indian_bias::153::bn::race,same_as,1
context::indian_bias::154::en::race,context::indian_bias::154::hi::race,same_as,1
context::indian_bias::154::en::race,context::indian_bias::154::bn::race,same_as,1
context::indian_bias::154::hi::race,context::indian_bias::154::bn::race,same_as,1
group::en::ediths,group::hi::एडिथ,same_as,1
group::en::shaniquas,group::hi::शनीक्वा,same_as,1
context::indian_bias::155::en::race,context::indian_bias::155::hi::race,same_as,1
group::en::ediths,group::bn::এডিথস,same_as,1
group::en::shaniquas,group::bn::শানিকারা,same_as,1
context::indian_bias::155::en::race,context::indian_bias::155::bn::race,same_as,1
group::hi::एडिथ,group::bn::এডিথস,same_as,1
group::hi::शनीक्वा,group::bn::শানিকারা,same_as,1
context::indian_bias::155::hi::race,context::indian_bias::155::bn::race,same_as,1
context::indian_bias::156::en::race,context::indian_bias::156::hi::race,same_as,1
context::indian_bias::156::en::race,context::indian_bias::156::bn::race,same_as,1
context::indian_bias::156::hi::race,context::indian_bias::156::bn::race,same_as,1
group::en::black,group::hi::श्याम,same_as,1
context::indian_bias::157::en::race,context::indian_bias::157::hi::race,same_as,1
context::indian_bias::157::en::race,context::indian_bias::157::bn::race,same_as,1
group::hi::श्याम,group::bn::কৃষ্ণাঙ্গ,same_as,1
context::indian_bias::157::hi::race,context::indian_bias::157::bn::race,same_as,1
context::indian_bias::158::en::race,context::indian_bias::158::hi::race,same_as,1
context::indian_bias::158::en::race,context::indian_bias::158::bn::race,same_as,1
context::indian_bias::158::hi::race,context::indian_bias::158::bn::race,same_as,1
context::indian_bias::159::en::race,context::indian_bias::159::hi::race,same_as,1
context::indian_bias::159::en::race,context::indian_bias::159::bn::race,same_as,1
context::indian_bias::159::hi::race,context::indian_bias::159::bn::race,same_as,1
context::indian_bias::160::en::race,context::indian_bias::160::hi::race,same_as,1
context::indian_bias::160::en::race,context::indian_bias::160::bn::race,same_as,1
context::indian_bias::160::hi::race,context::indian_bias::160::bn::race,same_as,1
context::indian_bias::161::en::race,context::indian_bias::161::hi::race,same_as,1
context::indian_bias::161::en::race,context::indian_bias::161::bn::race,same_as,1
context::indian_bias::161::hi::race,context::indian_bias::161::bn::race,same_as,1
context::indian_bias::162::en::race,context::indian_bias::162::hi::race,same_as,1
context::indian_bias::162::en::race,context::indian_bias::162::bn::race,same_as,1
context::indian_bias::162::hi::race,context::indian_bias::162::bn::race,same_as,1
context::indian_bias::163::en::race,context::indian_bias::163::hi::race,same_as,1
context::indian_bias::163::en::race,context::indian_bias::163::bn::race,same_as,1
context::indian_bias::163::hi::race,context::indian_bias::163::bn::race,same_as,1
context::indian_bias::164::en::race,context::indian_bias::164::hi::race,same_as,1
context::indian_bias::164::en::race,context::indian_bias::164::bn::race,same_as,1
context::indian_bias::164::hi::race,context::indian_bias::164::bn::race,same_as,1
context::indian_bias::165::en::race,context::indian_bias::165::hi::race,same_as,1
context::indian_bias::165::en::race,context::indian_bias::165::bn::race,same_as,1
context::indian_bias::165::hi::race,context::indian_bias::165::bn::race,same_as,1
context::indian_bias::166::en::race,context::indian_bias::166::hi::race,same_as,1
context::indian_bias::166::en::race,context::indian_bias::166::bn::race,same_as,1
context::indian_bias::166::hi::race,context::indian_bias::166::bn::race,same_as,1
context::indian_bias::167::en::race,context::indian_bias::167::hi::race,same_as,1
context::indian_bias::167::en::race,context::indian_bias::167::bn::race,same_as,1
context::indian_bias::167::hi::race,context::indian_bias::167::bn::race,same_as,1
context::indian_bias::169::en::race,context::indian_bias::169::hi::race,same_as,1
context::indian_bias::169::en::race,context::indian_bias::169::bn::race,same_as,1
context::indian_bias::169::hi::race,context::indian_bias::169::bn::race,same_as,1
context::indian_bias::170::en::race,context::indian_bias::170::hi::race,same_as,1
context::indian_bias::170::en::race,context::indian_bias::170::bn::race,same_as,1
context::indian_bias::170::hi::race,context::indian_bias::170::bn::race,same_as,1
context::indian_bias::171::en::race,context::indian_bias::171::hi::race,same_as,1
context::indian_bias::171::en::race,context::indian_bias::171::bn::race,same_as,1
context::indian_bias::171::hi::race,context::indian_bias::171::bn::race,same_as,1
context::indian_bias::172::en::race,context::indian_bias::172::hi::race,same_as,1
context::indian_bias::172::en::race,context::indian_bias::172::bn::race,same_as,1
context::indian_bias::172::hi::race,context::indian_bias::172::bn::race,same_as,1
context::indian_bias::173::en::race,context::indian_bias::173::hi::race,same_as,1
context::indian_bias::173::en::race,context::indian_bias::173::bn::race,same_as,1
context::indian_bias::173::hi::race,context::indian_bias::173::bn::race,same_as,1
context::indian_bias::174::en::race,context::indian_bias::174::hi::race,same_as,1
context::indian_bias::174::en::race,context::indian_bias::174::bn::race,same_as,1
context::indian_bias::174::hi::race,context::indian_bias::174::bn::race,same_as,1
context::indian_bias::175::en::race,context::indian_bias::175::hi::race,same_as,1
context::indian_bias::175::en::race,context::indian_bias::175::bn::race,same_as,1
context::indian_bias::175::hi::race,context::indian_bias::175::bn::race,same_as,1
context::indian_bias::176::en::race,context::indian_bias::176::hi::race,same_as,1
context::indian_bias::176::en::race,context::indian_bias::176::bn::race,same_as,1
context::indian_bias::176::hi::race,context::indian_bias::176::bn::race,same_as,1
context::indian_bias::177::en::race,context::indian_bias::177::hi::race,same_as,1
context::indian_bias::177::en::race,context::indian_bias::177::bn::race,same_as,1
context::indian_bias::177::hi::race,context::indian_bias::177::bn::race,same_as,1
context::indian_bias::178::en::race,context::indian_bias::178::hi::race,same_as,1
context::indian_bias::178::en::race,context::indian_bias::178::bn::race,same_as,1
context::indian_bias::178::hi::race,context::indian_bias::178::bn::race,same_as,1
context::indian_bias::179::en::race,context::indian_bias::179::hi::race,same_as,1
context::indian_bias::179::en::race,context::indian_bias::179::bn::race,same_as,1
context::indian_bias::179::hi::race,context::indian_bias::179::bn::race,same_as,1
context::indian_bias::180::en::race,context::indian_bias::180::hi::race,same_as,1
context::indian_bias::180::en::race,context::indian_bias::180::bn::race,same_as,1
context::indian_bias::180::hi::race,context::indian_bias::180::bn::race,same_as,1
context::indian_bias::181::en::race,context::indian_bias::181::hi::race,same_as,1
context::indian_bias::181::en::race,context::indian_bias::181::bn::race,same_as,1
context::indian_bias::181::hi::race,context::indian_bias::181::bn::race,same_as,1
context::indian_bias::182::en::race,context::indian_bias::182::hi::race,same_as,1
context::indian_bias::182::en::race,context::indian_bias::182::bn::race,same_as,1
context::indian_bias::182::hi::race,context::indian_bias::182::bn::race,same_as,1
context::indian_bias::183::en::race,context::indian_bias::183::hi::race,same_as,1
context::indian_bias::183::en::race,context::indian_bias::183::bn::race,same_as,1
context::indian_bias::183::hi::race,context::indian_bias::183::bn::race,same_as,1
context::indian_bias::184::en::race,context::indian_bias::184::hi::race,same_as,1
context::indian_bias::184::en::race,context::indian_bias::184::bn::race,same_as,1
context::indian_bias::184::hi::race,context::indian_bias::184::bn::race,same_as,1
group::en::hated,group::hi::नफ़रत की,same_as,1
context::indian_bias::185::en::race,context::indian_bias::185::hi::race,same_as,1
group::en::hated,group::bn::বিদ্বেষপূর্ণ,same_as,1
group::en::loved,group::bn::প্রেমিক,same_as,1
context::indian_bias::185::en::race,context::indian_bias::185::bn::race,same_as,1
group::hi::नफ़रत की,group::bn::বিদ্বেষপূর্ণ,same_as,1
group::hi::पसंद किया,group::bn::প্রেমিক,same_as,1
context::indian_bias::185::hi::race,context::indian_bias::185::bn::race,same_as,1
context::indian_bias::186::en::race,context::indian_bias::186::hi::race,same_as,1
context::indian_bias::186::en::race,context::indian_bias::186::bn::race,same_as,1
context::indian_bias::186::hi::race,context::indian_bias::186::bn::race,same_as,1
context::indian_bias::187::en::race,context::indian_bias::187::hi::race,same_as,1
group::en::african,group::bn::অফ্রিকান,same_as,1
group::en::better,group::bn::বেষ্টের,same_as,1
context::indian_bias::187::en::race,context::indian_bias::187::bn::race,same_as,1
group::hi::अफ्रीकी,group::bn::অফ্রিকান,same_as,1
group::hi::बेहतर,group::bn::বেষ্টের,same_as,1
context::indian_bias::187::hi::race,context::indian_bias::187::bn::race,same_as,1
context::indian_bias::188::en::race,context::indian_bias::188::hi::race,same_as,1
context::indian_bias::188::en::race,context::indian_bias::188::bn::race,same_as,1
context::indian_bias::188::hi::race,context::indian_bias::188::bn::race,same_as,1
context::indian_bias::189::en::race,context::indian_bias::189::hi::race,same_as,1
context::indian_bias::189::en::race,context::indian_bias::189::bn::race,same_as,1
context::indian_bias::189::hi::race,context::indian_bias::189::bn::race,same_as,1
context::indian_bias::190::en::race,context::indian_bias::190::hi::race,same_as,1
context::indian_bias::190::en::race,context::indian_bias::190::bn::race,same_as,1
context::indian_bias::190::hi::race,context::indian_bias::190::bn::race,same_as,1
group::en::meghans,group::hi::मेगन,same_as,1
context::indian_bias::191::en::race,context::indian_bias::191::hi::race,same_as,1
group::en::meghans,group::bn::মেগানরা,same_as,1
context::indian_bias::191::en::race,context::indian_bias::191::bn::race,same_as,1
group::hi::मेगन,group::bn::মেগানরা,same_as,1
context::indian_bias::191::hi::race,context::indian_bias::191::bn::race,same_as,1
context::indian_bias::192::en::race,context::indian_bias::192::hi::race,same_as,1
context::indian_bias::192::en::race,context::indian_bias::192::bn::race,same_as,1
context::indian_bias::192::hi::race,context::indian_bias::192::bn::race,same_as,1
context::indian_bias::193::en::race,context::indian_bias::193::hi::race,same_as,1
context::indian_bias::193::en::race,context::indian_bias::193::bn::race,same_as,1
context::indian_bias::193::hi::race,context::indian_bias::193::bn::race,same_as,1
context::indian_bias::194::en::race,context::indian_bias::194::hi::race,same_as,1
context::indian_bias::194::en::race,context::indian_bias::194::bn::race,same_as,1
context::indian_bias::194::hi::race,context::indian_bias::194::bn::race,same_as,1
context::indian_bias::195::en::race,context::indian_bias::195::hi::race,same_as,1
context::indian_bias::195::en::race,context::indian_bias::195::bn::race,same_as,1
context::indian_bias::195::hi::race,context::indian_bias::195::bn::race,same_as,1
context::indian_bias::197::en::race,context::indian_bias::197::hi::race,same_as,1
context::indian_bias::197::en::race,context::indian_bias::197::bn::race,same_as,1
context::indian_bias::197::hi::race,context::indian_bias::197::bn::race,same_as,1
context::indian_bias::198::en::race,context::indian_bias::198::hi::race,same_as,1
context::indian_bias::198::en::race,context::indian_bias::198::bn::race,same_as,1
context::indian_bias::198::hi::race,context::indian_bias::198::bn::race,same_as,1
group::en::lamar,group::hi::लामार,same_as,1
context::indian_bias::199::en::race,context::indian_bias::199::hi::race,same_as,1
context::indian_bias::199::en::race,context::indian_bias::199::bn::race,same_as,1
group::hi::लामार,group::bn::লামার,same_as,1
context::indian_bias::199::hi::race,context::indian_bias::199::bn::race,same_as,1
context::indian_bias::200::en::race,context::indian_bias::200::hi::race,same_as,1
context::indian_bias::200::en::race,context::indian_bias::200::bn::race,same_as,1
context::indian_bias::200::hi::race,context::indian_bias::200::bn::race,same_as,1
context::indian_bias::201::en::race,context::indian_bias::201::hi::race,same_as,1
context::indian_bias::201::en::race,context::indian_bias::201::bn::race,same_as,1
context::indian_bias::201::hi::race,context::indian_bias::201::bn::race,same_as,1
context::indian_bias::202::en::race,context::indian_bias::202::hi::race,same_as,1
context::indian_bias::202::en::race,context::indian_bias::202::bn::race,same_as,1
context::indian_bias::202::hi::race,context::indian_bias::202::bn::race,same_as,1
context::indian_bias::203::en::race,context::indian_bias::203::hi::race,same_as,1
context::indian_bias::203::en::race,context::indian_bias::203::bn::race,same_as,1
context::indian_bias::203::hi::race,context::indian_bias::203::bn::race,same_as,1
context::indian_bias::204::en::race,context::indian_bias::204::hi::race,same_as,1
context::indian_bias::204::en::race,context::indian_bias::204::bn::race,same_as,1
context::indian_bias::204::hi::race,context::indian_bias::204::bn::race,same_as,1
context::indian_bias::206::en::race,context::indian_bias::206::hi::race,same_as,1
context::indian_bias::206::en::race,context::indian_bias::206::bn::race,same_as,1
context::indian_bias::206::hi::race,context::indian_bias::206::bn::race,same_as,1
context::indian_bias::207::en::race,context::indian_bias::207::hi::race,same_as,1
context::indian_bias::207::en::race,context::indian_bias::207::bn::race,same_as,1
context::indian_bias::207::hi::race,context::indian_bias::207::bn::race,same_as,1
context::indian_bias::208::en::race,context::indian_bias::208::hi::race,same_as,1
context::indian_bias::208::en::race,context::indian_bias::208::bn::race,same_as,1
context::indian_bias::208::hi::race,context::indian_bias::208::bn::race,same_as,1
context::indian_bias::209::en::race,context::indian_bias::209::hi::race,same_as,1
context::indian_bias::209::en::race,context::indian_bias::209::bn::race,same_as,1
context::indian_bias::209::hi::race,context::indian_bias::209::bn::race,same_as,1
context::indian_bias::210::en::race,context::indian_bias::210::hi::race,same_as,1
context::indian_bias::210::en::race,context::indian_bias::210::bn::race,same_as,1
context::indian_bias::210::hi::race,context::indian_bias::210::bn::race,same_as,1
group::en::diamonds,group::hi::डायमंड्स,same_as,1
group::en::claires,group::hi::क्लेयर्स,same_as,1
context::indian_bias::211::en::race,context::indian_bias::211::hi::race,same_as,1
group::en::diamonds,group::bn::ব্রিলিয়ান্ট,same_as,1
group::en::claires,group::bn::ক্লেয়ারস,same_as,1
context::indian_bias::211::en::race,context::indian_bias::211::bn::race,same_as,1
group::hi::डायमंड्स,group::bn::ব্রিলিয়ান্ট,same_as,1
group::hi::क्लेयर्स,group::bn::ক্লেয়ারস,same_as,1
context::indian_bias::211::hi::race,context::indian_bias::211::bn::race,same_as,1
group::en::shaquille,group::hi::शाकिल,same_as,1
context::indian_bias::212::en::race,context::indian_bias::212::hi::race,same_as,1
context::indian_bias::212::en::race,context::indian_bias::212::bn::race,same_as,1
group::hi::शाकिल,group::bn::শাকিল,same_as,1
context::indian_bias::212::hi::race,context::indian_bias::212::bn::race,same_as,1
context::indian_bias::213::en::race,context::indian_bias::213::hi::race,same_as,1
context::indian_bias::213::en::race,context::indian_bias::213::bn::race,same_as,1
context::indian_bias::213::hi::race,context::indian_bias::213::bn::race,same_as,1
context::indian_bias::214::en::race,context::indian_bias::214::hi::race,same_as,1
context::indian_bias::214::en::race,context::indian_bias::214::bn::race,same_as,1
context::indian_bias::214::hi::race,context::indian_bias::214::bn::race,same_as,1
context::indian_bias::215::en::race,context::indian_bias::215::hi::race,same_as,1
context::indian_bias::215::en::race,context::indian_bias::215::bn::race,same_as,1
group::hi::अफ़्रीकी,group::bn::অফ্রিকান,same_as,1
context::indian_bias::215::hi::race,context::indian_bias::215::bn::race,same_as,1
context::indian_bias::217::en::race,context::indian_bias::217::hi::race,same_as,1
context::indian_bias::217::en::race,context::indian_bias::217::bn::race,same_as,1
context::indian_bias::217::hi::race,context::indian_bias::217::bn::race,same_as,1
context::indian_bias::218::en::race,context::indian_bias::218::hi::race,same_as,1
context::indian_bias::218::en::race,context::indian_bias::218::bn::race,same_as,1
context::indian_bias::218::hi::race,context::indian_bias::218::bn::race,same_as,1
context::indian_bias::219::en::race,context::indian_bias::219::hi::race,same_as,1
context::indian_bias::219::en::race,context::indian_bias::219::bn::race,same_as,1
context::indian_bias::219::hi::race,context::indian_bias::219::bn::race,same_as,1
context::indian_bias::220::en::race,context::indian_bias::220::hi::race,same_as,1
group::en::black,group::bn::বলাক,same_as,1
group::en::white,group::bn::঵াইত,same_as,1
context::indian_bias::220::en::race,context::indian_bias::220::bn::race,same_as,1
group::hi::काले,group::bn::বলাক,same_as,1
group::hi::गोरे,group::bn::঵াইত,same_as,1
context::indian_bias::220::hi::race,context::indian_bias::220::bn::race,same_as,1
context::indian_bias::221::en::race,context::indian_bias::221::hi::race,same_as,1
group::en::black,group::bn::[],same_as,1
group::en::chinese,group::bn::[],same_as,1
context::indian_bias::221::en::race,context::indian_bias::221::bn::race,same_as,1
group::hi::काला,group::bn::[],same_as,1
group::hi::चीनी,group::bn::[],same_as,1
context::indian_bias::221::hi::race,context::indian_bias::221::bn::race,same_as,1
group::en::whibte,group::hi::सफेद,same_as,1
context::indian_bias::222::en::race,context::indian_bias::222::hi::race,same_as,1
group::en::whibte,group::bn::শ্বেতাঙ্গ,same_as,1
context::indian_bias::222::en::race,context::indian_bias::222::bn::race,same_as,1
context::indian_bias::222::hi::race,context::indian_bias::222::bn::race,same_as,1
context::indian_bias::223::en::race,context::indian_bias::223::hi::race,same_as,1
context::indian_bias::223::en::race,context::indian_bias::223::bn::race,same_as,1
context::indian_bias::223::hi::race,context::indian_bias::223::bn::race,same_as,1
context::indian_bias::225::en::race,context::indian_bias::225::hi::race,same_as,1
context::indian_bias::225::en::race,context::indian_bias::225::bn::race,same_as,1
context::indian_bias::225::hi::race,context::indian_bias::225::bn::race,same_as,1
context::indian_bias::226::en::race,context::indian_bias::226::hi::race,same_as,1
context::indian_bias::226::en::race,context::indian_bias::226::bn::race,same_as,1
context::indian_bias::226::hi::race,context::indian_bias::226::bn::race,same_as,1
context::indian_bias::227::en::race,context::indian_bias::227::hi::race,same_as,1
context::indian_bias::227::en::race,context::indian_bias::227::bn::race,same_as,1
context::indian_bias::227::hi::race,context::indian_bias::227::bn::race,same_as,1
group::en::jamals,group::hi::जमाल,same_as,1
group::en::carls,group::hi::कार्ल,same_as,1
context::indian_bias::228::en::race,context::indian_bias::228::hi::race,same_as,1
group::en::jamals,group::bn::জামালরা,same_as,1
group::en::carls,group::bn::কার্লরা,same_as,1
context::indian_bias::228::en::race,context::indian_bias::228::bn::race,same_as,1
group::hi::जमाल,group::bn::জামালরা,same_as,1
group::hi::कार्ल,group::bn::কার্লরা,same_as,1
context::indian_bias::228::hi::race,context::indian_bias::228::bn::race,same_as,1
context::indian_bias::229::en::race,context::indian_bias::229::hi::race,same_as,1
context::indian_bias::229::en::race,context::indian_bias::229::bn::race,same_as,1
context::indian_bias::229::hi::race,context::indian_bias::229::bn::race,same_as,1
context::indian_bias::230::en::race,context::indian_bias::230::hi::race,same_as,1
context::indian_bias::230::en::race,context::indian_bias::230::bn::race,same_as,1
context::indian_bias::230::hi::race,context::indian_bias::230::bn::race,same_as,1
context::indian_bias::231::en::race,context::indian_bias::231::hi::race,same_as,1
group::en::deandre,group::bn::ডিআন্দ্রে,same_as,1
context::indian_bias::231::en::race,context::indian_bias::231::bn::race,same_as,1
group::hi::डीएंड्रे,group::bn::ডিআন্দ্রে,same_as,1
context::indian_bias::231::hi::race,context::indian_bias::231::bn::race,same_as,1
group::en::jose,group::hi::होज़े,same_as,1
context::indian_bias::232::en::race,context::indian_bias::232::hi::race,same_as,1
context::indian_bias::232::en::race,context::indian_bias::232::bn::race,same_as,1
group::hi::होज़े,group::bn::হোসে,same_as,1
context::indian_bias::232::hi::race,context::indian_bias::232::bn::race,same_as,1
context::indian_bias::233::en::race,context::indian_bias::233::hi::race,same_as,1
context::indian_bias::233::en::race,context::indian_bias::233::bn::race,same_as,1
context::indian_bias::233::hi::race,context::indian_bias::233::bn::race,same_as,1
context::indian_bias::234::en::race,context::indian_bias::234::hi::race,same_as,1
context::indian_bias::234::en::race,context::indian_bias::234::bn::race,same_as,1
context::indian_bias::234::hi::race,context::indian_bias::234::bn::race,same_as,1
context::indian_bias::235::en::race,context::indian_bias::235::hi::race,same_as,1
group::en::native,group::bn::আদিবাসী,same_as,1
context::indian_bias::235::en::race,context::indian_bias::235::bn::race,same_as,1
group::hi::नेटिव,group::bn::আদিবাসী,same_as,1
context::indian_bias::235::hi::race,context::indian_bias::235::bn::race,same_as,1
context::indian_bias::236::en::race,context::indian_bias::236::hi::race,same_as,1
context::indian_bias::236::en::race,context::indian_bias::236::bn::race,same_as,1
context::indian_bias::236::hi::race,context::indian_bias::236::bn::race,same_as,1
group::en::caucasian,group::hi::कोकेशियाई,same_as,1
context::indian_bias::237::en::race,context::indian_bias::237::hi::race,same_as,1
context::indian_bias::237::en::race,context::indian_bias::237::bn::race,same_as,1
group::hi::कोकेशियाई,group::bn::ককেশীয়,same_as,1
context::indian_bias::237::hi::race,context::indian_bias::237::bn::race,same_as,1
context::indian_bias::238::en::race,context::indian_bias::238::hi::race,same_as,1
context::indian_bias::238::en::race,context::indian_bias::238::bn::race,same_as,1
context::indian_bias::238::hi::race,context::indian_bias::238::bn::race,same_as,1
context::indian_bias::239::en::race,context::indian_bias::239::hi::race,same_as,1
context::indian_bias::239::en::race,context::indian_bias::239::bn::race,same_as,1
context::indian_bias::239::hi::race,context::indian_bias::239::bn::race,same_as,1
context::indian_bias::240::en::race,context::indian_bias::240::hi::race,same_as,1
context::indian_bias::240::en::race,context::indian_bias::240::bn::race,same_as,1
context::indian_bias::240::hi::race,context::indian_bias::240::bn::race,same_as,1
context::indian_bias::241::en::race,context::indian_bias::241::hi::race,same_as,1
group::en::black,group::bn::বক্ষ,same_as,1
group::en::white,group::bn::শ্যাম,same_as,1
context::indian_bias::241::en::race,context::indian_bias::241::bn::race,same_as,1
group::hi::काला,group::bn::বক্ষ,same_as,1
group::hi::सफेद,group::bn::শ্যাম,same_as,1
context::indian_bias::241::hi::race,context::indian_bias::241::bn::race,same_as,1
context::indian_bias::242::en::race,context::indian_bias::242::hi::race,same_as,1
context::indian_bias::242::en::race,context::indian_bias::242::bn::race,same_as,1
context::indian_bias::242::hi::race,context::indian_bias::242::bn::race,same_as,1
context::indian_bias::243::en::race,context::indian_bias::243::hi::race,same_as,1
context::indian_bias::243::en::race,context::indian_bias::243::bn::race,same_as,1
context::indian_bias::243::hi::race,context::indian_bias::243::bn::race,same_as,1
context::indian_bias::244::en::race,context::indian_bias::244::hi::race,same_as,1
group::en::afro-american,group::bn::অ্যাফ্রো-আমেরিকান,same_as,1
context::indian_bias::244::en::race,context::indian_bias::244::bn::race,same_as,1
group::hi::अफ्रीकी-अमेरिकी,group::bn::অ্যাফ্রো-আমেরিকান,same_as,1
context::indian_bias::244::hi::race,context::indian_bias::244::bn::race,same_as,1
group::en::trevon,group::hi::ट्रेवोन,same_as,1
context::indian_bias::245::en::race,context::indian_bias::245::hi::race,same_as,1
context::indian_bias::245::en::race,context::indian_bias::245::bn::race,same_as,1
context::indian_bias::245::hi::race,context::indian_bias::245::bn::race,same_as,1
context::indian_bias::246::en::race,context::indian_bias::246::hi::race,same_as,1
context::indian_bias::246::en::race,context::indian_bias::246::bn::race,same_as,1
context::indian_bias::246::hi::race,context::indian_bias::246::bn::race,same_as,1
context::indian_bias::247::en::race,context::indian_bias::247::hi::race,same_as,1
context::indian_bias::247::en::race,context::indian_bias::247::bn::race,same_as,1
context::indian_bias::247::hi::race,context::indian_bias::247::bn::race,same_as,1
context::indian_bias::248::en::race,context::indian_bias::248::hi::race,same_as,1
context::indian_bias::248::en::race,context::indian_bias::248::bn::race,same_as,1
context::indian_bias::248::hi::race,context::indian_bias::248::bn::race,same_as,1
context::indian_bias::249::en::race,context::indian_bias::249::hi::race,same_as,1
context::indian_bias::249::en::race,context::indian_bias::249::bn::race,same_as,1
context::indian_bias::249::hi::race,context::indian_bias::249::bn::race,same_as,1
context::indian_bias::250::en::race,context::indian_bias::250::hi::race,same_as,1
context::indian_bias::250::en::race,context::indian_bias::250::bn::race,same_as,1
context::indian_bias::250::hi::race,context::indian_bias::250::bn::race,same_as,1
context::indian_bias::251::en::race,context::indian_bias::251::hi::race,same_as,1
context::indian_bias::251::en::race,context::indian_bias::251::bn::race,same_as,1
context::indian_bias::251::hi::race,context::indian_bias::251::bn::race,same_as,1
context::indian_bias::252::en::race,context::indian_bias::252::hi::race,same_as,1
context::indian_bias::252::en::race,context::indian_bias::252::bn::race,same_as,1
context::indian_bias::252::hi::race,context::indian_bias::252::bn::race,same_as,1
context::indian_bias::253::en::race,context::indian_bias::253::hi::race,same_as,1
context::indian_bias::253::en::race,context::indian_bias::253::bn::race,same_as,1
context::indian_bias::253::hi::race,context::indian_bias::253::bn::race,same_as,1
context::indian_bias::254::en::race,context::indian_bias::254::hi::race,same_as,1
context::indian_bias::254::en::race,context::indian_bias::254::bn::race,same_as,1
context::indian_bias::254::hi::race,context::indian_bias::254::bn::race,same_as,1
context::indian_bias::255::en::race,context::indian_bias::255::hi::race,same_as,1
context::indian_bias::255::en::race,context::indian_bias::255::bn::race,same_as,1
context::indian_bias::255::hi::race,context::indian_bias::255::bn::race,same_as,1
context::indian_bias::256::en::race,context::indian_bias::256::hi::race,same_as,1
context::indian_bias::256::en::race,context::indian_bias::256::bn::race,same_as,1
context::indian_bias::256::hi::race,context::indian_bias::256::bn::race,same_as,1
context::indian_bias::257::en::race,context::indian_bias::257::hi::race,same_as,1
context::indian_bias::257::en::race,context::indian_bias::257::bn::race,same_as,1
context::indian_bias::257::hi::race,context::indian_bias::257::bn::race,same_as,1
context::indian_bias::258::en::race,context::indian_bias::258::hi::race,same_as,1
context::indian_bias::258::en::race,context::indian_bias::258::bn::race,same_as,1
context::indian_bias::258::hi::race,context::indian_bias::258::bn::race,same_as,1
context::indian_bias::259::en::race,context::indian_bias::259::hi::race,same_as,1
context::indian_bias::259::en::race,context::indian_bias::259::bn::race,same_as,1
context::indian_bias::259::hi::race,context::indian_bias::259::bn::race,same_as,1
context::indian_bias::260::en::race,context::indian_bias::260::hi::race,same_as,1
context::indian_bias::260::en::race,context::indian_bias::260::bn::race,same_as,1
context::indian_bias::260::hi::race,context::indian_bias::260::bn::race,same_as,1
